dep,nb_crib,nb_pos,nb_C1,tx_C1,datetime,variant_delta
38,227.0,431.0,13.0,9.92,2021-06-15,9.92
75,467.0,1522.0,51.0,19.62,2021-06-15,19.62
21,204.0,287.0,2.0,4.88,2021-06-15,4.88
47,54.0,159.0,0.0,0.0,2021-06-15,0.0
17,92.0,115.0,5.0,5.75,2021-06-15,5.75
03,47.0,136.0,1.0,2.22,2021-06-15,2.22
67,372.0,558.0,45.0,25.86,2021-06-15,25.86
82,28.0,89.0,0.0,0.0,2021-06-15,0.0
972,36.0,110.0,1.0,4.55,2021-06-15,4.55
25,130.0,235.0,3.0,8.82,2021-06-15,8.82
89,92.0,144.0,0.0,0.0,2021-06-15,0.0
74,100.0,270.0,16.0,23.53,2021-06-15,23.53
95,304.0,850.0,12.0,5.71,2021-06-15,5.71
51,81.0,173.0,3.0,5.56,2021-06-15,5.56
40,73.0,232.0,41.0,56.94,2021-06-15,56.94
90,15.0,57.0,1.0,7.14,2021-06-15,7.14
34,181.0,454.0,2.0,2.35,2021-06-15,2.35
68,226.0,402.0,8.0,10.13,2021-06-15,10.13
63,77.0,250.0,4.0,5.88,2021-06-15,5.88
50,97.0,155.0,3.0,3.33,2021-06-15,3.33
39,86.0,115.0,7.0,23.33,2021-06-15,23.33
08,83.0,104.0,1.0,1.28,2021-06-15,1.28
83,205.0,380.0,1.0,1.37,2021-06-15,1.37
23,2.0,7.0,0.0,0.0,2021-06-15,0.0
11,51.0,90.0,0.0,0.0,2021-06-15,0.0
92,327.0,891.0,15.0,9.93,2021-06-15,9.93
07,53.0,83.0,1.0,4.35,2021-06-15,4.35
45,85.0,377.0,6.0,12.77,2021-06-15,12.77
56,156.0,228.0,0.0,0.0,2021-06-15,0.0
29,208.0,345.0,4.0,2.92,2021-06-15,2.92
79,65.0,84.0,8.0,17.78,2021-06-15,17.78
13,387.0,1103.0,25.0,10.08,2021-06-15,10.08
54,178.0,272.0,1.0,1.75,2021-06-15,1.75
44,264.0,452.0,1.0,0.76,2021-06-15,0.76
85,87.0,143.0,3.0,7.5,2021-06-15,7.5
12,70.0,94.0,0.0,0.0,2021-06-15,0.0
65,41.0,74.0,0.0,0.0,2021-06-15,0.0
24,23.0,65.0,1.0,7.69,2021-06-15,7.69
14,143.0,245.0,7.0,5.93,2021-06-15,5.93
32,32.0,65.0,1.0,4.76,2021-06-15,4.76
971,32.0,151.0,0.0,0.0,2021-06-15,0.0
18,51.0,82.0,1.0,5.0,2021-06-15,5.0
01,87.0,190.0,6.0,12.0,2021-06-15,12.0
62,208.0,510.0,4.0,2.48,2021-06-15,2.48
35,243.0,368.0,2.0,1.77,2021-06-15,1.77
2A,13.0,27.0,0.0,0.0,2021-06-15,0.0
66,48.0,202.0,2.0,4.55,2021-06-15,4.55
93,361.0,1275.0,29.0,13.68,2021-06-15,13.68
60,170.0,304.0,0.0,0.0,2021-06-15,0.0
73,59.0,110.0,1.0,2.5,2021-06-15,2.5
09,10.0,31.0,0.0,0.0,2021-06-15,0.0
64,125.0,419.0,15.0,12.4,2021-06-15,12.4
84,29.0,143.0,1.0,3.85,2021-06-15,3.85
27,112.0,236.0,9.0,9.89,2021-06-15,9.89
50,91.0,141.0,3.0,3.7,2021-06-16,3.7
46,14.0,39.0,0.0,0.0,2021-06-16,0.0
77,288.0,685.0,8.0,5.26,2021-06-16,5.26
14,137.0,226.0,5.0,4.59,2021-06-16,4.59
75,446.0,1418.0,52.0,19.55,2021-06-16,19.55
974,565.0,1291.0,0.0,0.0,2021-06-16,0.0
79,58.0,76.0,8.0,18.18,2021-06-16,18.18
59,576.0,1226.0,14.0,2.69,2021-06-16,2.69
82,35.0,89.0,0.0,0.0,2021-06-16,0.0
972,42.0,110.0,1.0,3.12,2021-06-16,3.12
95,285.0,780.0,14.0,6.8,2021-06-16,6.8
40,92.0,242.0,57.0,62.64,2021-06-16,62.64
43,45.0,84.0,0.0,0.0,2021-06-16,0.0
63,91.0,228.0,4.0,4.88,2021-06-16,4.88
47,49.0,142.0,0.0,0.0,2021-06-16,0.0
38,215.0,375.0,18.0,13.95,2021-06-16,13.95
81,91.0,155.0,1.0,1.39,2021-06-16,1.39
94,298.0,824.0,11.0,6.29,2021-06-16,6.29
69,599.0,916.0,24.0,10.48,2021-06-16,10.48
93,327.0,1164.0,31.0,15.74,2021-06-16,15.74
64,142.0,376.0,18.0,13.04,2021-06-16,13.04
27,100.0,215.0,4.0,5.19,2021-06-16,5.19
66,64.0,195.0,2.0,3.33,2021-06-16,3.33
73,53.0,102.0,0.0,0.0,2021-06-16,0.0
971,29.0,146.0,0.0,0.0,2021-06-16,0.0
92,288.0,800.0,16.0,10.46,2021-06-16,10.46
24,29.0,64.0,1.0,4.76,2021-06-16,4.76
65,39.0,65.0,0.0,0.0,2021-06-16,0.0
74,96.0,215.0,16.0,22.22,2021-06-16,22.22
973,411.0,1015.0,1.0,0.26,2021-06-16,0.26
91,307.0,695.0,26.0,11.45,2021-06-16,11.45
02,70.0,126.0,0.0,0.0,2021-06-16,0.0
86,63.0,76.0,3.0,9.68,2021-06-16,9.68
48,0.0,7.0,0.0,0.0,2021-06-16,0.0
26,58.0,88.0,2.0,6.45,2021-06-16,6.45
42,269.0,442.0,4.0,4.88,2021-06-16,4.88
78,335.0,728.0,20.0,7.41,2021-06-16,7.41
87,48.0,99.0,0.0,0.0,2021-06-16,0.0
18,48.0,73.0,0.0,0.0,2021-06-16,0.0
60,154.0,282.0,1.0,1.35,2021-06-16,1.35
84,37.0,123.0,0.0,0.0,2021-06-16,0.0
12,72.0,95.0,0.0,0.0,2021-06-16,0.0
03,48.0,117.0,0.0,0.0,2021-06-16,0.0
53,93.0,117.0,0.0,0.0,2021-06-16,0.0
05,7.0,26.0,0.0,0.0,2021-06-16,0.0
67,342.0,519.0,48.0,28.07,2021-06-16,28.07
11,44.0,79.0,0.0,0.0,2021-06-16,0.0
976,0.0,29.0,0.0,0.0,2021-06-16,0.0
37,47.0,159.0,1.0,2.56,2021-06-16,2.56
88,57.0,131.0,2.0,7.41,2021-06-16,7.41
25,116.0,206.0,3.0,7.14,2021-06-16,7.14
07,56.0,87.0,1.0,3.33,2021-06-16,3.33
76,237.0,477.0,4.0,2.02,2021-06-16,2.02
89,90.0,131.0,0.0,0.0,2021-06-16,0.0
09,9.0,31.0,0.0,0.0,2021-06-16,0.0
45,99.0,335.0,6.0,11.32,2021-06-16,11.32
51,71.0,178.0,4.0,6.9,2021-06-16,6.9
19,49.0,79.0,1.0,4.35,2021-06-16,4.35
13,369.0,1009.0,26.0,9.7,2021-06-16,9.7
10,22.0,41.0,2.0,11.11,2021-06-16,11.11
17,78.0,99.0,3.0,4.05,2021-06-16,4.05
41,22.0,66.0,0.0,0.0,2021-06-16,0.0
21,187.0,264.0,2.0,4.55,2021-06-16,4.55
04,13.0,34.0,0.0,0.0,2021-06-16,0.0
22,72.0,144.0,0.0,0.0,2021-06-16,0.0
06,126.0,245.0,6.0,16.22,2021-06-16,16.22
49,152.0,200.0,2.0,3.17,2021-06-16,3.17
56,161.0,225.0,0.0,0.0,2021-06-16,0.0
61,72.0,145.0,4.0,9.52,2021-06-16,9.52
30,63.0,192.0,2.0,3.77,2021-06-16,3.77
90,24.0,64.0,1.0,4.35,2021-06-16,4.35
68,218.0,371.0,6.0,5.94,2021-06-16,5.94
31,360.0,636.0,10.0,4.08,2021-06-16,4.08
52,19.0,28.0,1.0,25.0,2021-06-16,25.0
33,344.0,663.0,36.0,11.96,2021-06-16,11.96
16,33.0,42.0,1.0,4.35,2021-06-16,4.35
58,21.0,34.0,0.0,0.0,2021-06-16,0.0
34,165.0,412.0,5.0,4.72,2021-06-16,4.72
62,205.0,491.0,4.0,2.33,2021-06-16,2.33
55,31.0,38.0,0.0,0.0,2021-06-16,0.0
70,43.0,51.0,1.0,5.88,2021-06-16,5.88
23,2.0,3.0,0.0,0.0,2021-06-16,0.0
85,72.0,111.0,3.0,6.67,2021-06-16,6.67
28,41.0,123.0,1.0,3.7,2021-06-16,3.7
29,168.0,305.0,4.0,3.17,2021-06-16,3.17
57,258.0,315.0,0.0,0.0,2021-06-16,0.0
2A,12.0,27.0,0.0,0.0,2021-06-16,0.0
01,95.0,184.0,6.0,10.17,2021-06-16,10.17
54,161.0,231.0,1.0,1.52,2021-06-16,1.52
35,205.0,305.0,2.0,2.06,2021-06-16,2.06
2B,8.0,27.0,0.0,0.0,2021-06-16,0.0
36,15.0,35.0,1.0,11.11,2021-06-16,11.11
72,140.0,176.0,0.0,0.0,2021-06-16,0.0
32,28.0,58.0,1.0,5.56,2021-06-16,5.56
83,221.0,354.0,2.0,1.87,2021-06-16,1.87
15,36.0,56.0,7.0,23.33,2021-06-16,23.33
44,269.0,439.0,1.0,0.72,2021-06-16,0.72
71,85.0,149.0,1.0,1.52,2021-06-16,1.52
39,71.0,93.0,4.0,15.38,2021-06-16,15.38
08,79.0,97.0,1.0,1.39,2021-06-16,1.39
80,104.0,210.0,14.0,14.0,2021-06-16,14.0
93,313.0,1077.0,37.0,18.5,2021-06-17,18.5
29,156.0,290.0,3.0,2.31,2021-06-17,2.31
94,283.0,769.0,10.0,6.25,2021-06-17,6.25
22,75.0,134.0,0.0,0.0,2021-06-17,0.0
88,51.0,121.0,2.0,7.14,2021-06-17,7.14
2B,9.0,26.0,0.0,0.0,2021-06-17,0.0
69,527.0,845.0,28.0,11.16,2021-06-17,11.16
03,48.0,107.0,0.0,0.0,2021-06-17,0.0
84,38.0,106.0,2.0,5.88,2021-06-17,5.88
81,91.0,146.0,1.0,1.39,2021-06-17,1.39
08,63.0,83.0,1.0,1.79,2021-06-17,1.79
76,212.0,450.0,6.0,3.17,2021-06-17,3.17
50,98.0,135.0,4.0,4.49,2021-06-17,4.49
17,77.0,99.0,3.0,4.17,2021-06-17,4.17
14,126.0,207.0,6.0,6.12,2021-06-17,6.12
58,17.0,28.0,0.0,0.0,2021-06-17,0.0
42,235.0,395.0,5.0,5.15,2021-06-17,5.15
70,34.0,44.0,0.0,0.0,2021-06-17,0.0
54,145.0,195.0,2.0,2.67,2021-06-17,2.67
971,30.0,145.0,0.0,0.0,2021-06-17,0.0
57,216.0,271.0,0.0,0.0,2021-06-17,0.0
01,95.0,177.0,6.0,9.23,2021-06-17,9.23
39,54.0,72.0,5.0,15.62,2021-06-17,15.62
71,79.0,124.0,1.0,1.56,2021-06-17,1.56
43,43.0,80.0,0.0,0.0,2021-06-17,0.0
40,95.0,245.0,60.0,63.83,2021-06-17,63.83
52,27.0,34.0,2.0,40.0,2021-06-17,40.0
16,25.0,32.0,1.0,5.26,2021-06-17,5.26
82,40.0,82.0,0.0,0.0,2021-06-17,0.0
67,310.0,479.0,47.0,27.01,2021-06-17,27.01
25,100.0,175.0,5.0,9.8,2021-06-17,9.8
972,46.0,112.0,1.0,2.7,2021-06-17,2.7
95,276.0,731.0,16.0,7.92,2021-06-17,7.92
51,72.0,210.0,4.0,6.06,2021-06-17,6.06
90,27.0,61.0,1.0,3.85,2021-06-17,3.85
68,208.0,340.0,7.0,6.25,2021-06-17,6.25
63,103.0,203.0,4.0,4.26,2021-06-17,4.26
38,231.0,359.0,27.0,18.88,2021-06-17,18.88
21,163.0,223.0,3.0,6.38,2021-06-17,6.38
47,50.0,133.0,0.0,0.0,2021-06-17,0.0
10,20.0,40.0,2.0,11.11,2021-06-17,11.11
89,71.0,104.0,0.0,0.0,2021-06-17,0.0
73,48.0,87.0,0.0,0.0,2021-06-17,0.0
27,96.0,209.0,7.0,9.86,2021-06-17,9.86
30,70.0,152.0,2.0,3.51,2021-06-17,3.51
64,169.0,352.0,29.0,17.58,2021-06-17,17.58
86,64.0,81.0,4.0,9.52,2021-06-17,9.52
973,478.0,1128.0,1.0,0.22,2021-06-17,0.22
48,0.0,2.0,0.0,0.0,2021-06-17,0.0
37,49.0,141.0,1.0,2.33,2021-06-17,2.33
02,47.0,100.0,0.0,0.0,2021-06-17,0.0
26,48.0,81.0,2.0,6.45,2021-06-17,6.45
05,7.0,26.0,0.0,0.0,2021-06-17,0.0
78,320.0,679.0,27.0,10.47,2021-06-17,10.47
53,84.0,103.0,0.0,0.0,2021-06-17,0.0
04,12.0,28.0,0.0,0.0,2021-06-17,0.0
31,370.0,612.0,13.0,4.96,2021-06-17,4.96
36,15.0,30.0,0.0,0.0,2021-06-17,0.0
59,562.0,1135.0,13.0,2.57,2021-06-17,2.57
72,122.0,147.0,0.0,0.0,2021-06-17,0.0
15,43.0,64.0,10.0,27.03,2021-06-17,27.03
75,437.0,1341.0,50.0,18.59,2021-06-17,18.59
34,200.0,378.0,5.0,3.73,2021-06-17,3.73
60,145.0,259.0,5.0,5.88,2021-06-17,5.88
55,34.0,42.0,0.0,0.0,2021-06-17,0.0
62,206.0,444.0,11.0,6.15,2021-06-17,6.15
23,3.0,3.0,0.0,0.0,2021-06-17,0.0
49,136.0,169.0,4.0,5.63,2021-06-17,5.63
85,60.0,92.0,6.0,14.63,2021-06-17,14.63
77,260.0,617.0,9.0,6.67,2021-06-17,6.67
974,563.0,1296.0,0.0,0.0,2021-06-17,0.0
32,25.0,53.0,4.0,20.0,2021-06-17,20.0
46,15.0,39.0,0.0,0.0,2021-06-17,0.0
80,95.0,191.0,18.0,19.57,2021-06-17,19.57
87,52.0,85.0,1.0,4.76,2021-06-17,4.76
28,57.0,128.0,2.0,5.41,2021-06-17,5.41
06,133.0,242.0,11.0,20.37,2021-06-17,20.37
976,0.0,30.0,0.0,0.0,2021-06-17,0.0
33,400.0,612.0,45.0,12.71,2021-06-17,12.71
92,272.0,754.0,21.0,12.73,2021-06-17,12.73
18,44.0,67.0,0.0,0.0,2021-06-17,0.0
11,37.0,67.0,0.0,0.0,2021-06-17,0.0
45,114.0,306.0,9.0,13.04,2021-06-17,13.04
56,150.0,206.0,0.0,0.0,2021-06-17,0.0
61,69.0,138.0,4.0,9.76,2021-06-17,9.76
83,220.0,332.0,6.0,5.31,2021-06-17,5.31
35,168.0,253.0,2.0,2.25,2021-06-17,2.25
07,61.0,92.0,0.0,0.0,2021-06-17,0.0
79,52.0,63.0,7.0,17.5,2021-06-17,17.5
2A,11.0,23.0,0.0,0.0,2021-06-17,0.0
13,368.0,953.0,25.0,8.71,2021-06-17,8.71
24,31.0,58.0,1.0,4.35,2021-06-17,4.35
65,43.0,69.0,0.0,0.0,2021-06-17,0.0
19,42.0,67.0,1.0,4.17,2021-06-17,4.17
41,26.0,66.0,0.0,0.0,2021-06-17,0.0
74,98.0,179.0,15.0,19.23,2021-06-17,19.23
09,11.0,29.0,0.0,0.0,2021-06-17,0.0
66,87.0,189.0,1.0,1.23,2021-06-17,1.23
44,245.0,413.0,3.0,2.24,2021-06-17,2.24
91,296.0,663.0,26.0,11.71,2021-06-17,11.71
12,83.0,105.0,0.0,0.0,2021-06-17,0.0
03,51.0,98.0,0.0,0.0,2021-06-18,0.0
23,2.0,3.0,0.0,0.0,2021-06-18,0.0
50,96.0,124.0,3.0,3.49,2021-06-18,3.49
27,95.0,189.0,7.0,10.0,2021-06-18,10.0
61,63.0,129.0,4.0,10.0,2021-06-18,10.0
24,32.0,48.0,1.0,4.35,2021-06-18,4.35
15,40.0,58.0,10.0,28.57,2021-06-18,28.57
76,208.0,438.0,9.0,4.74,2021-06-18,4.74
07,52.0,80.0,0.0,0.0,2021-06-18,0.0
17,71.0,97.0,3.0,4.41,2021-06-18,4.41
26,41.0,66.0,2.0,7.14,2021-06-18,7.14
973,454.0,1078.0,1.0,0.23,2021-06-18,0.23
19,40.0,62.0,1.0,4.35,2021-06-18,4.35
976,1.0,34.0,0.0,0.0,2021-06-18,0.0
38,201.0,320.0,29.0,19.46,2021-06-18,19.46
972,51.0,111.0,1.0,2.17,2021-06-18,2.17
974,558.0,1274.0,0.0,0.0,2021-06-18,0.0
01,93.0,147.0,5.0,7.35,2021-06-18,7.35
55,29.0,37.0,1.0,4.35,2021-06-18,4.35
31,378.0,611.0,21.0,7.22,2021-06-18,7.22
45,124.0,247.0,9.0,11.11,2021-06-18,11.11
56,141.0,195.0,0.0,0.0,2021-06-18,0.0
13,345.0,845.0,25.0,8.47,2021-06-18,8.47
12,76.0,101.0,0.0,0.0,2021-06-18,0.0
41,26.0,60.0,0.0,0.0,2021-06-18,0.0
44,221.0,369.0,4.0,2.88,2021-06-18,2.88
06,125.0,233.0,12.0,21.05,2021-06-18,21.05
49,117.0,146.0,5.0,7.58,2021-06-18,7.58
30,77.0,117.0,2.0,3.08,2021-06-18,3.08
37,55.0,123.0,1.0,1.92,2021-06-18,1.92
05,6.0,22.0,0.0,0.0,2021-06-18,0.0
53,72.0,98.0,0.0,0.0,2021-06-18,0.0
04,13.0,27.0,0.0,0.0,2021-06-18,0.0
33,424.0,560.0,55.0,14.47,2021-06-18,14.47
36,16.0,30.0,0.0,0.0,2021-06-18,0.0
72,105.0,123.0,0.0,0.0,2021-06-18,0.0
80,82.0,162.0,23.0,29.11,2021-06-18,29.11
32,21.0,47.0,4.0,23.53,2021-06-18,23.53
28,57.0,117.0,2.0,5.26,2021-06-18,5.26
85,40.0,65.0,5.0,14.29,2021-06-18,14.29
62,229.0,444.0,21.0,10.77,2021-06-18,10.77
11,33.0,56.0,0.0,0.0,2021-06-18,0.0
83,204.0,305.0,6.0,5.04,2021-06-18,5.04
35,131.0,202.0,2.0,2.6,2021-06-18,2.6
2A,9.0,24.0,0.0,0.0,2021-06-18,0.0
58,15.0,21.0,0.0,0.0,2021-06-18,0.0
70,29.0,40.0,0.0,0.0,2021-06-18,0.0
54,130.0,182.0,2.0,2.53,2021-06-18,2.53
57,193.0,248.0,0.0,0.0,2021-06-18,0.0
39,52.0,68.0,7.0,20.0,2021-06-18,20.0
71,73.0,114.0,1.0,1.64,2021-06-18,1.64
52,34.0,41.0,2.0,50.0,2021-06-18,50.0
67,284.0,447.0,58.0,33.14,2021-06-18,33.14
25,81.0,141.0,7.0,12.73,2021-06-18,12.73
89,61.0,90.0,0.0,0.0,2021-06-18,0.0
34,234.0,365.0,10.0,6.06,2021-06-18,6.06
51,60.0,203.0,4.0,6.78,2021-06-18,6.78
21,138.0,188.0,4.0,7.14,2021-06-18,7.14
90,28.0,52.0,1.0,3.7,2021-06-18,3.7
10,22.0,40.0,2.0,10.53,2021-06-18,10.53
22,66.0,119.0,0.0,0.0,2021-06-18,0.0
08,55.0,75.0,1.0,2.04,2021-06-18,2.04
88,50.0,119.0,2.0,6.25,2021-06-18,6.25
2B,10.0,22.0,1.0,12.5,2021-06-18,12.5
29,149.0,273.0,4.0,3.01,2021-06-18,3.01
84,50.0,97.0,2.0,4.76,2021-06-18,4.76
09,12.0,27.0,0.0,0.0,2021-06-18,0.0
68,198.0,313.0,7.0,5.51,2021-06-18,5.51
18,48.0,67.0,0.0,0.0,2021-06-18,0.0
16,23.0,29.0,1.0,5.26,2021-06-18,5.26
95,245.0,649.0,15.0,8.15,2021-06-18,8.15
65,38.0,59.0,0.0,0.0,2021-06-18,0.0
92,257.0,683.0,29.0,15.68,2021-06-18,15.68
74,108.0,172.0,18.0,21.69,2021-06-18,21.69
63,113.0,178.0,6.0,5.71,2021-06-18,5.71
47,54.0,128.0,1.0,2.08,2021-06-18,2.08
91,288.0,604.0,25.0,11.21,2021-06-18,11.21
86,61.0,77.0,4.0,8.16,2021-06-18,8.16
93,262.0,946.0,43.0,23.89,2021-06-18,23.89
75,413.0,1211.0,46.0,16.73,2021-06-18,16.73
43,40.0,73.0,0.0,0.0,2021-06-18,0.0
82,43.0,75.0,0.0,0.0,2021-06-18,0.0
48,1.0,4.0,0.0,0.0,2021-06-18,0.0
02,43.0,91.0,0.0,0.0,2021-06-18,0.0
79,45.0,57.0,11.0,31.43,2021-06-18,31.43
66,108.0,179.0,1.0,1.02,2021-06-18,1.02
73,54.0,90.0,0.0,0.0,2021-06-18,0.0
81,85.0,126.0,2.0,2.86,2021-06-18,2.86
69,511.0,811.0,34.0,11.64,2021-06-18,11.64
14,117.0,207.0,5.0,5.95,2021-06-18,5.95
60,129.0,242.0,9.0,11.11,2021-06-18,11.11
42,197.0,333.0,4.0,3.64,2021-06-18,3.64
77,226.0,554.0,8.0,6.9,2021-06-18,6.9
46,17.0,34.0,0.0,0.0,2021-06-18,0.0
78,312.0,672.0,30.0,11.72,2021-06-18,11.72
94,254.0,701.0,10.0,6.67,2021-06-18,6.67
971,27.0,137.0,0.0,0.0,2021-06-18,0.0
87,46.0,71.0,1.0,4.55,2021-06-18,4.55
40,137.0,290.0,97.0,71.85,2021-06-18,71.85
59,526.0,965.0,10.0,2.13,2021-06-18,2.13
64,199.0,324.0,44.0,22.68,2021-06-18,22.68
17,64.0,88.0,3.0,5.08,2021-06-19,5.08
90,28.0,49.0,1.0,3.7,2021-06-19,3.7
22,62.0,108.0,0.0,0.0,2021-06-19,0.0
47,50.0,117.0,1.0,2.33,2021-06-19,2.33
18,44.0,61.0,0.0,0.0,2021-06-19,0.0
21,133.0,178.0,4.0,6.45,2021-06-19,6.45
972,52.0,108.0,1.0,2.13,2021-06-19,2.13
89,59.0,83.0,0.0,0.0,2021-06-19,0.0
95,215.0,596.0,15.0,8.88,2021-06-19,8.88
25,66.0,120.0,8.0,14.04,2021-06-19,14.04
71,73.0,113.0,1.0,1.69,2021-06-19,1.69
40,135.0,288.0,98.0,73.68,2021-06-19,73.68
39,50.0,67.0,7.0,17.95,2021-06-19,17.95
971,28.0,136.0,0.0,0.0,2021-06-19,0.0
70,26.0,42.0,0.0,0.0,2021-06-19,0.0
58,12.0,19.0,0.0,0.0,2021-06-19,0.0
94,243.0,677.0,15.0,10.14,2021-06-19,10.14
2B,8.0,16.0,1.0,16.67,2021-06-19,16.67
35,121.0,188.0,2.0,2.99,2021-06-19,2.99
29,144.0,260.0,5.0,3.68,2021-06-19,3.68
23,2.0,3.0,0.0,0.0,2021-06-19,0.0
75,404.0,1173.0,48.0,16.84,2021-06-19,16.84
85,36.0,58.0,5.0,15.15,2021-06-19,15.15
28,50.0,106.0,2.0,5.56,2021-06-19,5.56
87,44.0,62.0,1.0,4.17,2021-06-19,4.17
974,564.0,1274.0,0.0,0.0,2021-06-19,0.0
72,93.0,114.0,0.0,0.0,2021-06-19,0.0
77,209.0,507.0,11.0,10.0,2021-06-19,10.0
36,19.0,33.0,0.0,0.0,2021-06-19,0.0
78,299.0,654.0,34.0,13.93,2021-06-19,13.93
53,76.0,101.0,0.0,0.0,2021-06-19,0.0
973,436.0,1035.0,1.0,0.24,2021-06-19,0.24
37,59.0,119.0,2.0,3.51,2021-06-19,3.51
93,258.0,921.0,42.0,23.73,2021-06-19,23.73
976,1.0,34.0,0.0,0.0,2021-06-19,0.0
49,111.0,143.0,6.0,8.11,2021-06-19,8.11
44,211.0,344.0,4.0,2.94,2021-06-19,2.94
19,36.0,57.0,1.0,4.17,2021-06-19,4.17
91,272.0,579.0,25.0,11.9,2021-06-19,11.9
41,26.0,56.0,0.0,0.0,2021-06-19,0.0
79,37.0,50.0,6.0,22.22,2021-06-19,22.22
56,120.0,181.0,0.0,0.0,2021-06-19,0.0
45,126.0,233.0,9.0,11.25,2021-06-19,11.25
92,238.0,634.0,28.0,15.38,2021-06-19,15.38
24,33.0,45.0,1.0,4.0,2021-06-19,4.0
2A,10.0,26.0,0.0,0.0,2021-06-19,0.0
64,199.0,300.0,44.0,22.68,2021-06-19,22.68
86,62.0,75.0,6.0,11.11,2021-06-19,11.11
33,418.0,541.0,50.0,13.3,2021-06-19,13.3
16,26.0,32.0,1.0,4.76,2021-06-19,4.76
67,288.0,441.0,56.0,30.27,2021-06-19,30.27
59,521.0,915.0,15.0,3.25,2021-06-19,3.25
52,32.0,39.0,2.0,40.0,2021-06-19,40.0
80,96.0,175.0,29.0,31.52,2021-06-19,31.52
38,187.0,310.0,34.0,22.82,2021-06-19,22.82
63,115.0,166.0,6.0,5.61,2021-06-19,5.61
88,45.0,109.0,2.0,6.25,2021-06-19,6.25
03,48.0,90.0,0.0,0.0,2021-06-19,0.0
30,80.0,119.0,2.0,2.99,2021-06-19,2.99
65,36.0,57.0,0.0,0.0,2021-06-19,0.0
82,45.0,70.0,0.0,0.0,2021-06-19,0.0
84,45.0,95.0,2.0,5.41,2021-06-19,5.41
60,120.0,238.0,9.0,11.11,2021-06-19,11.11
31,381.0,609.0,25.0,8.47,2021-06-19,8.47
04,13.0,26.0,0.0,0.0,2021-06-19,0.0
61,61.0,119.0,4.0,10.0,2021-06-19,10.0
43,39.0,66.0,0.0,0.0,2021-06-19,0.0
09,11.0,23.0,0.0,0.0,2021-06-19,0.0
54,137.0,190.0,3.0,3.41,2021-06-19,3.41
66,116.0,162.0,1.0,0.94,2021-06-19,0.94
50,84.0,112.0,3.0,3.85,2021-06-19,3.85
62,215.0,414.0,24.0,12.63,2021-06-19,12.63
42,169.0,292.0,5.0,4.46,2021-06-19,4.46
11,34.0,61.0,0.0,0.0,2021-06-19,0.0
55,32.0,41.0,1.0,3.85,2021-06-19,3.85
81,80.0,124.0,2.0,3.03,2021-06-19,3.03
07,49.0,73.0,0.0,0.0,2021-06-19,0.0
12,80.0,100.0,0.0,0.0,2021-06-19,0.0
15,40.0,56.0,10.0,27.78,2021-06-19,27.78
57,171.0,221.0,0.0,0.0,2021-06-19,0.0
05,6.0,22.0,0.0,0.0,2021-06-19,0.0
34,230.0,367.0,10.0,6.33,2021-06-19,6.33
06,135.0,254.0,19.0,28.79,2021-06-19,28.79
10,21.0,40.0,2.0,11.11,2021-06-19,11.11
73,47.0,80.0,1.0,2.63,2021-06-19,2.63
26,36.0,64.0,2.0,7.41,2021-06-19,7.41
46,17.0,33.0,0.0,0.0,2021-06-19,0.0
27,94.0,175.0,7.0,10.0,2021-06-19,10.0
74,107.0,153.0,18.0,22.22,2021-06-19,22.22
01,94.0,136.0,5.0,7.04,2021-06-19,7.04
08,53.0,72.0,0.0,0.0,2021-06-19,0.0
14,109.0,189.0,6.0,7.69,2021-06-19,7.69
32,20.0,44.0,4.0,23.53,2021-06-19,23.53
51,56.0,200.0,3.0,5.45,2021-06-19,5.45
83,180.0,276.0,6.0,5.08,2021-06-19,5.08
13,319.0,821.0,25.0,9.03,2021-06-19,9.03
48,1.0,4.0,0.0,0.0,2021-06-19,0.0
69,482.0,776.0,31.0,10.47,2021-06-19,10.47
68,180.0,284.0,8.0,6.02,2021-06-19,6.02
02,47.0,91.0,0.0,0.0,2021-06-19,0.0
76,204.0,412.0,9.0,4.89,2021-06-19,4.89
82,47.0,73.0,2.0,5.26,2021-06-20,5.26
47,51.0,118.0,1.0,2.22,2021-06-20,2.22
06,134.0,251.0,20.0,30.3,2021-06-20,30.3
49,112.0,144.0,6.0,7.79,2021-06-20,7.79
973,436.0,1039.0,1.0,0.24,2021-06-20,0.24
81,79.0,122.0,2.0,3.08,2021-06-20,3.08
972,52.0,107.0,1.0,2.13,2021-06-20,2.13
971,27.0,135.0,0.0,0.0,2021-06-20,0.0
05,6.0,22.0,0.0,0.0,2021-06-20,0.0
44,205.0,337.0,6.0,4.35,2021-06-20,4.35
26,36.0,61.0,2.0,7.41,2021-06-20,7.41
33,412.0,531.0,50.0,13.55,2021-06-20,13.55
68,177.0,280.0,8.0,6.02,2021-06-20,6.02
2A,10.0,27.0,0.0,0.0,2021-06-20,0.0
53,76.0,101.0,0.0,0.0,2021-06-20,0.0
38,186.0,309.0,35.0,23.49,2021-06-20,23.49
04,12.0,25.0,0.0,0.0,2021-06-20,0.0
21,131.0,174.0,4.0,6.45,2021-06-20,6.45
40,136.0,287.0,99.0,73.88,2021-06-20,73.88
88,45.0,108.0,2.0,6.25,2021-06-20,6.25
09,11.0,22.0,0.0,0.0,2021-06-20,0.0
14,109.0,193.0,5.0,6.33,2021-06-20,6.33
