dep,nb_crib,nb_pos,nb_C1,tx_C1,datetime,variant_delta
82,28.0,89.0,0.0,0.0,2021-06-15,0.0
28,38.0,137.0,0.0,0.0,2021-06-15,0.0
41,19.0,68.0,0.0,0.0,2021-06-15,0.0
68,226.0,402.0,8.0,10.13,2021-06-15,10.13
24,23.0,65.0,1.0,7.69,2021-06-15,7.69
40,73.0,232.0,41.0,56.94,2021-06-15,56.94
32,32.0,65.0,1.0,4.76,2021-06-15,4.76
83,205.0,380.0,1.0,1.37,2021-06-15,1.37
42,293.0,485.0,2.0,3.45,2021-06-15,3.45
08,83.0,104.0,1.0,1.28,2021-06-15,1.28
35,243.0,368.0,2.0,1.77,2021-06-15,1.77
29,208.0,345.0,4.0,2.92,2021-06-15,2.92
85,87.0,143.0,3.0,7.5,2021-06-15,7.5
84,29.0,143.0,1.0,3.85,2021-06-15,3.85
973,433.0,1048.0,1.0,0.25,2021-06-15,0.25
972,36.0,110.0,1.0,4.55,2021-06-15,4.55
37,57.0,179.0,2.0,4.44,2021-06-15,4.44
25,130.0,235.0,3.0,8.82,2021-06-15,8.82
14,143.0,245.0,7.0,5.93,2021-06-15,5.93
67,372.0,558.0,45.0,25.86,2021-06-15,25.86
33,312.0,717.0,33.0,12.64,2021-06-15,12.64
27,112.0,236.0,9.0,9.89,2021-06-15,9.89
974,592.0,1300.0,0.0,0.0,2021-06-15,0.0
57,300.0,359.0,0.0,0.0,2021-06-15,0.0
56,156.0,228.0,0.0,0.0,2021-06-15,0.0
55,40.0,48.0,0.0,0.0,2021-06-15,0.0
62,208.0,510.0,4.0,2.48,2021-06-15,2.48
61,82.0,157.0,4.0,7.84,2021-06-15,7.84
07,53.0,83.0,1.0,4.35,2021-06-15,4.35
94,306.0,866.0,10.0,5.62,2021-06-15,5.62
66,48.0,202.0,2.0,4.55,2021-06-15,4.55
44,264.0,452.0,1.0,0.76,2021-06-15,0.76
58,26.0,39.0,1.0,6.25,2021-06-15,6.25
13,387.0,1103.0,25.0,10.08,2021-06-15,10.08
30,70.0,237.0,2.0,4.35,2021-06-15,4.35
15,40.0,60.0,8.0,27.59,2021-06-15,27.59
2B,9.0,25.0,0.0,0.0,2021-06-15,0.0
64,125.0,419.0,15.0,12.4,2021-06-15,12.4
23,2.0,7.0,0.0,0.0,2021-06-15,0.0
63,77.0,250.0,4.0,5.88,2021-06-15,5.88
10,24.0,52.0,1.0,6.25,2021-06-15,6.25
22,67.0,155.0,0.0,0.0,2021-06-15,0.0
95,304.0,850.0,12.0,5.71,2021-06-15,5.71
88,70.0,150.0,1.0,3.33,2021-06-15,3.33
60,170.0,304.0,0.0,0.0,2021-06-15,0.0
50,97.0,155.0,3.0,3.33,2021-06-15,3.33
81,89.0,157.0,0.0,0.0,2021-06-15,0.0
59,610.0,1319.0,12.0,2.36,2021-06-15,2.36
71,97.0,177.0,0.0,0.0,2021-06-15,0.0
47,54.0,159.0,0.0,0.0,2021-06-15,0.0
36,14.0,37.0,1.0,12.5,2021-06-15,12.5
77,325.0,732.0,6.0,4.0,2021-06-15,4.0
69,637.0,984.0,17.0,8.54,2021-06-15,8.54
16,31.0,42.0,1.0,4.55,2021-06-15,4.55
75,447.0,1419.0,52.0,19.48,2021-06-16,19.48
34,165.0,412.0,5.0,4.72,2021-06-16,4.72
60,154.0,282.0,1.0,1.35,2021-06-16,1.35
77,288.0,686.0,8.0,5.26,2021-06-16,5.26
28,41.0,123.0,1.0,3.7,2021-06-16,3.7
18,48.0,73.0,0.0,0.0,2021-06-16,0.0
32,28.0,58.0,1.0,5.56,2021-06-16,5.56
71,85.0,149.0,1.0,1.52,2021-06-16,1.52
02,70.0,126.0,0.0,0.0,2021-06-16,0.0
33,354.0,663.0,39.0,12.58,2021-06-16,12.58
38,215.0,375.0,18.0,13.95,2021-06-16,13.95
973,411.0,1015.0,1.0,0.26,2021-06-16,0.26
27,100.0,215.0,4.0,5.19,2021-06-16,5.19
24,29.0,64.0,1.0,4.76,2021-06-16,4.76
26,58.0,88.0,2.0,6.45,2021-06-16,6.45
974,576.0,1291.0,0.0,0.0,2021-06-16,0.0
15,36.0,56.0,7.0,23.33,2021-06-16,23.33
50,91.0,141.0,3.0,3.7,2021-06-16,3.7
23,2.0,3.0,0.0,0.0,2021-06-16,0.0
976,0.0,29.0,0.0,0.0,2021-06-16,0.0
07,56.0,87.0,1.0,3.33,2021-06-16,3.33
61,72.0,145.0,4.0,9.52,2021-06-16,9.52
19,49.0,79.0,1.0,4.35,2021-06-16,4.35
03,48.0,117.0,0.0,0.0,2021-06-16,0.0
76,238.0,477.0,5.0,2.51,2021-06-16,2.51
17,78.0,99.0,3.0,4.05,2021-06-16,4.05
01,95.0,184.0,6.0,10.17,2021-06-16,10.17
16,33.0,42.0,1.0,4.35,2021-06-16,4.35
14,137.0,226.0,6.0,5.45,2021-06-16,5.45
972,42.0,110.0,1.0,3.12,2021-06-16,3.12
42,269.0,442.0,4.0,4.88,2021-06-16,4.88
40,92.0,243.0,57.0,62.64,2021-06-16,62.64
91,307.0,695.0,26.0,11.45,2021-06-16,11.45
46,14.0,39.0,0.0,0.0,2021-06-16,0.0
87,48.0,99.0,0.0,0.0,2021-06-16,0.0
74,96.0,215.0,16.0,22.22,2021-06-16,22.22
92,288.0,800.0,16.0,10.46,2021-06-16,10.46
48,0.0,7.0,0.0,0.0,2021-06-16,0.0
86,63.0,76.0,3.0,9.68,2021-06-16,9.68
73,53.0,102.0,0.0,0.0,2021-06-16,0.0
93,329.0,1164.0,31.0,15.66,2021-06-16,15.66
65,39.0,65.0,0.0,0.0,2021-06-16,0.0
78,335.0,728.0,20.0,7.41,2021-06-16,7.41
79,58.0,76.0,8.0,18.18,2021-06-16,18.18
94,298.0,824.0,11.0,6.29,2021-06-16,6.29
66,64.0,195.0,2.0,3.33,2021-06-16,3.33
64,142.0,376.0,18.0,13.04,2021-06-16,13.04
63,91.0,228.0,4.0,4.88,2021-06-16,4.88
95,285.0,780.0,14.0,6.8,2021-06-16,6.8
81,91.0,155.0,1.0,1.39,2021-06-16,1.39
47,49.0,142.0,0.0,0.0,2021-06-16,0.0
43,45.0,84.0,0.0,0.0,2021-06-16,0.0
971,29.0,146.0,0.0,0.0,2021-06-16,0.0
82,35.0,89.0,0.0,0.0,2021-06-16,0.0
69,599.0,916.0,24.0,10.48,2021-06-16,10.48
36,15.0,35.0,1.0,11.11,2021-06-16,11.11
59,579.0,1226.0,14.0,2.69,2021-06-16,2.69
80,104.0,210.0,14.0,14.0,2021-06-16,14.0
72,140.0,176.0,0.0,0.0,2021-06-16,0.0
04,13.0,34.0,0.0,0.0,2021-06-16,0.0
12,72.0,95.0,0.0,0.0,2021-06-16,0.0
51,71.0,178.0,4.0,6.9,2021-06-16,6.9
90,24.0,64.0,1.0,4.35,2021-06-16,4.35
89,90.0,131.0,0.0,0.0,2021-06-16,0.0
55,31.0,38.0,0.0,0.0,2021-06-16,0.0
11,44.0,79.0,0.0,0.0,2021-06-16,0.0
05,7.0,26.0,0.0,0.0,2021-06-16,0.0
35,205.0,305.0,2.0,2.06,2021-06-16,2.06
06,127.0,245.0,6.0,15.79,2021-06-16,15.79
84,37.0,123.0,0.0,0.0,2021-06-16,0.0
57,258.0,315.0,0.0,0.0,2021-06-16,0.0
2A,12.0,27.0,0.0,0.0,2021-06-16,0.0
54,161.0,231.0,1.0,1.52,2021-06-16,1.52
49,152.0,200.0,2.0,3.17,2021-06-16,3.17
25,116.0,206.0,3.0,7.14,2021-06-16,7.14
21,187.0,264.0,2.0,4.55,2021-06-16,4.55
39,71.0,93.0,4.0,15.38,2021-06-16,15.38
41,22.0,66.0,0.0,0.0,2021-06-16,0.0
56,161.0,225.0,0.0,0.0,2021-06-16,0.0
83,221.0,354.0,2.0,1.87,2021-06-16,1.87
30,63.0,192.0,2.0,3.77,2021-06-16,3.77
68,218.0,371.0,6.0,5.94,2021-06-16,5.94
09,9.0,31.0,0.0,0.0,2021-06-16,0.0
53,94.0,117.0,0.0,0.0,2021-06-16,0.0
08,79.0,97.0,1.0,1.39,2021-06-16,1.39
13,369.0,1009.0,26.0,9.7,2021-06-16,9.7
45,99.0,335.0,6.0,11.32,2021-06-16,11.32
62,205.0,491.0,4.0,2.33,2021-06-16,2.33
44,269.0,439.0,1.0,0.72,2021-06-16,0.72
31,361.0,636.0,11.0,4.47,2021-06-16,4.47
2B,8.0,27.0,0.0,0.0,2021-06-16,0.0
58,21.0,34.0,0.0,0.0,2021-06-16,0.0
52,19.0,28.0,1.0,25.0,2021-06-16,25.0
29,168.0,305.0,4.0,3.17,2021-06-16,3.17
67,342.0,519.0,48.0,28.07,2021-06-16,28.07
70,43.0,51.0,1.0,5.88,2021-06-16,5.88
85,72.0,111.0,3.0,6.67,2021-06-16,6.67
37,47.0,159.0,1.0,2.56,2021-06-16,2.56
10,22.0,41.0,2.0,11.11,2021-06-16,11.11
88,57.0,131.0,2.0,7.41,2021-06-16,7.41
22,72.0,146.0,0.0,0.0,2021-06-16,0.0
68,208.0,340.0,7.0,6.25,2021-06-17,6.25
21,163.0,223.0,3.0,6.38,2021-06-17,6.38
74,98.0,179.0,15.0,19.23,2021-06-17,19.23
92,272.0,754.0,21.0,12.73,2021-06-17,12.73
53,85.0,103.0,0.0,0.0,2021-06-17,0.0
974,578.0,1296.0,0.0,0.0,2021-06-17,0.0
86,64.0,81.0,4.0,9.52,2021-06-17,9.52
15,43.0,64.0,10.0,27.03,2021-06-17,27.03
45,114.0,306.0,9.0,13.04,2021-06-17,13.04
90,27.0,61.0,1.0,3.85,2021-06-17,3.85
48,0.0,2.0,0.0,0.0,2021-06-17,0.0
11,37.0,67.0,0.0,0.0,2021-06-17,0.0
971,30.0,145.0,0.0,0.0,2021-06-17,0.0
51,72.0,210.0,4.0,6.06,2021-06-17,6.06
05,7.0,26.0,0.0,0.0,2021-06-17,0.0
19,42.0,67.0,1.0,4.17,2021-06-17,4.17
57,216.0,271.0,0.0,0.0,2021-06-17,0.0
73,48.0,87.0,0.0,0.0,2021-06-17,0.0
10,20.0,40.0,2.0,11.11,2021-06-17,11.11
2B,9.0,26.0,0.0,0.0,2021-06-17,0.0
64,170.0,352.0,29.0,17.47,2021-06-17,17.47
58,17.0,28.0,0.0,0.0,2021-06-17,0.0
88,51.0,121.0,2.0,7.14,2021-06-17,7.14
66,87.0,189.0,1.0,1.23,2021-06-17,1.23
44,245.0,413.0,3.0,2.24,2021-06-17,2.24
13,368.0,953.0,25.0,8.71,2021-06-17,8.71
95,278.0,731.0,16.0,7.88,2021-06-17,7.88
94,283.0,769.0,10.0,6.25,2021-06-17,6.25
976,0.0,30.0,0.0,0.0,2021-06-17,0.0
23,3.0,3.0,0.0,0.0,2021-06-17,0.0
06,134.0,242.0,11.0,20.0,2021-06-17,20.0
09,11.0,29.0,0.0,0.0,2021-06-17,0.0
83,220.0,332.0,6.0,5.31,2021-06-17,5.31
69,527.0,845.0,28.0,11.16,2021-06-17,11.16
07,61.0,92.0,0.0,0.0,2021-06-17,0.0
50,98.0,135.0,4.0,4.49,2021-06-17,4.49
22,75.0,136.0,0.0,0.0,2021-06-17,0.0
79,52.0,63.0,7.0,17.5,2021-06-17,17.5
55,34.0,42.0,0.0,0.0,2021-06-17,0.0
61,69.0,138.0,4.0,9.76,2021-06-17,9.76
47,50.0,133.0,0.0,0.0,2021-06-17,0.0
65,43.0,69.0,0.0,0.0,2021-06-17,0.0
26,48.0,81.0,2.0,6.45,2021-06-17,6.45
2A,11.0,23.0,0.0,0.0,2021-06-17,0.0
93,315.0,1077.0,37.0,18.41,2021-06-17,18.41
49,136.0,169.0,4.0,5.63,2021-06-17,5.63
56,150.0,206.0,0.0,0.0,2021-06-17,0.0
43,43.0,80.0,0.0,0.0,2021-06-17,0.0
81,91.0,146.0,1.0,1.39,2021-06-17,1.39
82,40.0,82.0,0.0,0.0,2021-06-17,0.0
63,103.0,203.0,4.0,4.26,2021-06-17,4.26
91,296.0,663.0,26.0,11.71,2021-06-17,11.71
972,46.0,112.0,1.0,2.7,2021-06-17,2.7
18,44.0,67.0,0.0,0.0,2021-06-17,0.0
52,27.0,34.0,2.0,40.0,2021-06-17,40.0
39,54.0,72.0,5.0,15.62,2021-06-17,15.62
17,77.0,99.0,3.0,4.17,2021-06-17,4.17
01,95.0,177.0,6.0,9.23,2021-06-17,9.23
85,60.0,92.0,6.0,14.63,2021-06-17,14.63
34,200.0,378.0,5.0,3.73,2021-06-17,3.73
54,145.0,195.0,2.0,2.67,2021-06-17,2.67
25,100.0,175.0,5.0,9.8,2021-06-17,9.8
80,95.0,191.0,18.0,19.57,2021-06-17,19.57
32,25.0,53.0,4.0,20.0,2021-06-17,20.0
30,70.0,152.0,2.0,3.51,2021-06-17,3.51
67,310.0,479.0,47.0,27.01,2021-06-17,27.01
71,79.0,124.0,1.0,1.56,2021-06-17,1.56
59,565.0,1135.0,13.0,2.57,2021-06-17,2.57
14,126.0,207.0,7.0,7.07,2021-06-17,7.07
89,71.0,104.0,0.0,0.0,2021-06-17,0.0
38,231.0,359.0,27.0,18.88,2021-06-17,18.88
77,260.0,618.0,9.0,6.67,2021-06-17,6.67
24,31.0,58.0,1.0,4.35,2021-06-17,4.35
33,410.0,612.0,48.0,13.22,2021-06-17,13.22
28,57.0,128.0,2.0,5.41,2021-06-17,5.41
78,320.0,679.0,27.0,10.47,2021-06-17,10.47
72,122.0,147.0,0.0,0.0,2021-06-17,0.0
62,206.0,444.0,11.0,6.15,2021-06-17,6.15
36,15.0,30.0,0.0,0.0,2021-06-17,0.0
16,25.0,32.0,1.0,5.26,2021-06-17,5.26
03,48.0,107.0,0.0,0.0,2021-06-17,0.0
87,52.0,85.0,1.0,4.76,2021-06-17,4.76
31,371.0,612.0,14.0,5.32,2021-06-17,5.32
40,99.0,246.0,64.0,65.31,2021-06-17,65.31
70,34.0,44.0,0.0,0.0,2021-06-17,0.0
75,438.0,1342.0,50.0,18.52,2021-06-17,18.52
27,96.0,209.0,7.0,9.86,2021-06-17,9.86
46,15.0,39.0,0.0,0.0,2021-06-17,0.0
29,156.0,290.0,3.0,2.31,2021-06-17,2.31
973,478.0,1128.0,1.0,0.22,2021-06-17,0.22
12,83.0,105.0,0.0,0.0,2021-06-17,0.0
84,38.0,106.0,2.0,5.88,2021-06-17,5.88
35,168.0,253.0,2.0,2.25,2021-06-17,2.25
02,47.0,100.0,0.0,0.0,2021-06-17,0.0
41,26.0,66.0,0.0,0.0,2021-06-17,0.0
04,12.0,28.0,0.0,0.0,2021-06-17,0.0
60,145.0,259.0,5.0,5.88,2021-06-17,5.88
42,235.0,395.0,5.0,5.15,2021-06-17,5.15
08,63.0,83.0,1.0,1.79,2021-06-17,1.79
76,213.0,450.0,7.0,3.68,2021-06-17,3.68
37,49.0,141.0,1.0,2.33,2021-06-17,2.33
95,247.0,649.0,15.0,8.11,2021-06-18,8.11
88,50.0,119.0,2.0,6.25,2021-06-18,6.25
23,2.0,3.0,0.0,0.0,2021-06-18,0.0
67,284.0,447.0,58.0,33.14,2021-06-18,33.14
973,454.0,1079.0,1.0,0.23,2021-06-18,0.23
27,95.0,189.0,7.0,10.0,2021-06-18,10.0
29,149.0,273.0,4.0,3.01,2021-06-18,3.01
25,81.0,141.0,7.0,12.73,2021-06-18,12.73
13,345.0,845.0,25.0,8.47,2021-06-18,8.47
2B,10.0,22.0,1.0,12.5,2021-06-18,12.5
57,193.0,248.0,0.0,0.0,2021-06-18,0.0
68,198.0,313.0,7.0,5.51,2021-06-18,5.51
40,141.0,291.0,101.0,72.66,2021-06-18,72.66
974,574.0,1274.0,0.0,0.0,2021-06-18,0.0
971,27.0,137.0,0.0,0.0,2021-06-18,0.0
83,204.0,305.0,6.0,5.04,2021-06-18,5.04
42,197.0,333.0,4.0,3.64,2021-06-18,3.64
15,40.0,58.0,10.0,28.57,2021-06-18,28.57
39,52.0,68.0,7.0,20.0,2021-06-18,20.0
35,131.0,202.0,2.0,2.6,2021-06-18,2.6
21,138.0,188.0,4.0,7.14,2021-06-18,7.14
84,50.0,97.0,2.0,4.76,2021-06-18,4.76
972,51.0,111.0,1.0,2.17,2021-06-18,2.17
43,40.0,73.0,0.0,0.0,2021-06-18,0.0
38,201.0,320.0,29.0,19.46,2021-06-18,19.46
56,141.0,195.0,0.0,0.0,2021-06-18,0.0
22,66.0,120.0,0.0,0.0,2021-06-18,0.0
82,43.0,75.0,0.0,0.0,2021-06-18,0.0
14,117.0,207.0,6.0,7.06,2021-06-18,7.06
47,54.0,128.0,1.0,2.08,2021-06-18,2.08
08,55.0,75.0,1.0,2.04,2021-06-18,2.04
50,96.0,124.0,3.0,3.49,2021-06-18,3.49
81,85.0,126.0,2.0,2.86,2021-06-18,2.86
24,32.0,48.0,1.0,4.35,2021-06-18,4.35
33,432.0,560.0,57.0,14.73,2021-06-18,14.73
36,16.0,30.0,0.0,0.0,2021-06-18,0.0
61,63.0,129.0,4.0,10.0,2021-06-18,10.0
10,22.0,40.0,2.0,10.53,2021-06-18,10.53
17,71.0,97.0,3.0,4.41,2021-06-18,4.41
18,48.0,67.0,0.0,0.0,2021-06-18,0.0
72,105.0,123.0,0.0,0.0,2021-06-18,0.0
78,312.0,672.0,30.0,11.72,2021-06-18,11.72
76,209.0,438.0,10.0,5.24,2021-06-18,5.24
02,43.0,91.0,0.0,0.0,2021-06-18,0.0
41,26.0,60.0,0.0,0.0,2021-06-18,0.0
34,234.0,365.0,10.0,6.06,2021-06-18,6.06
70,29.0,40.0,0.0,0.0,2021-06-18,0.0
04,13.0,27.0,0.0,0.0,2021-06-18,0.0
46,17.0,34.0,0.0,0.0,2021-06-18,0.0
87,46.0,71.0,1.0,4.55,2021-06-18,4.55
63,113.0,178.0,6.0,5.71,2021-06-18,5.71
91,288.0,604.0,25.0,11.21,2021-06-18,11.21
74,108.0,172.0,18.0,21.69,2021-06-18,21.69
12,76.0,101.0,0.0,0.0,2021-06-18,0.0
53,72.0,98.0,0.0,0.0,2021-06-18,0.0
54,130.0,182.0,2.0,2.53,2021-06-18,2.53
30,77.0,117.0,2.0,3.08,2021-06-18,3.08
71,73.0,114.0,1.0,1.64,2021-06-18,1.64
31,379.0,611.0,22.0,7.53,2021-06-18,7.53
75,414.0,1212.0,46.0,16.67,2021-06-18,16.67
52,34.0,41.0,2.0,50.0,2021-06-18,50.0
60,129.0,242.0,9.0,11.11,2021-06-18,11.11
62,229.0,444.0,21.0,10.77,2021-06-18,10.77
85,40.0,65.0,5.0,14.29,2021-06-18,14.29
80,82.0,162.0,23.0,29.11,2021-06-18,29.11
32,21.0,47.0,4.0,23.53,2021-06-18,23.53
28,57.0,117.0,2.0,5.26,2021-06-18,5.26
37,55.0,123.0,1.0,1.92,2021-06-18,1.92
16,23.0,29.0,1.0,5.26,2021-06-18,5.26
77,226.0,555.0,8.0,6.9,2021-06-18,6.9
89,61.0,90.0,0.0,0.0,2021-06-18,0.0
59,527.0,965.0,10.0,2.13,2021-06-18,2.13
01,93.0,147.0,5.0,7.35,2021-06-18,7.35
45,124.0,247.0,9.0,11.11,2021-06-18,11.11
03,51.0,98.0,0.0,0.0,2021-06-18,0.0
26,41.0,66.0,2.0,7.14,2021-06-18,7.14
07,52.0,80.0,0.0,0.0,2021-06-18,0.0
09,12.0,27.0,0.0,0.0,2021-06-18,0.0
06,126.0,233.0,12.0,20.69,2021-06-18,20.69
55,29.0,37.0,1.0,4.35,2021-06-18,4.35
79,45.0,57.0,11.0,31.43,2021-06-18,31.43
65,38.0,59.0,0.0,0.0,2021-06-18,0.0
2A,9.0,24.0,0.0,0.0,2021-06-18,0.0
93,264.0,946.0,43.0,23.76,2021-06-18,23.76
49,117.0,146.0,5.0,7.58,2021-06-18,7.58
976,1.0,34.0,0.0,0.0,2021-06-18,0.0
94,256.0,701.0,10.0,6.58,2021-06-18,6.58
69,511.0,811.0,34.0,11.64,2021-06-18,11.64
44,221.0,369.0,4.0,2.88,2021-06-18,2.88
19,40.0,62.0,1.0,4.35,2021-06-18,4.35
73,54.0,90.0,0.0,0.0,2021-06-18,0.0
51,60.0,203.0,4.0,6.78,2021-06-18,6.78
11,33.0,56.0,0.0,0.0,2021-06-18,0.0
64,200.0,324.0,44.0,22.56,2021-06-18,22.56
48,1.0,4.0,0.0,0.0,2021-06-18,0.0
58,15.0,21.0,0.0,0.0,2021-06-18,0.0
05,6.0,22.0,0.0,0.0,2021-06-18,0.0
92,257.0,683.0,29.0,15.68,2021-06-18,15.68
86,61.0,77.0,4.0,8.16,2021-06-18,8.16
90,28.0,52.0,1.0,3.7,2021-06-18,3.7
66,108.0,179.0,1.0,1.02,2021-06-18,1.02
01,94.0,136.0,5.0,7.04,2021-06-19,7.04
27,94.0,175.0,7.0,10.0,2021-06-19,10.0
24,33.0,45.0,1.0,4.0,2021-06-19,4.0
976,1.0,34.0,0.0,0.0,2021-06-19,0.0
52,32.0,39.0,2.0,40.0,2021-06-19,40.0
58,12.0,19.0,0.0,0.0,2021-06-19,0.0
10,21.0,40.0,2.0,11.11,2021-06-19,11.11
71,73.0,113.0,1.0,1.69,2021-06-19,1.69
23,2.0,3.0,0.0,0.0,2021-06-19,0.0
974,585.0,1274.0,0.0,0.0,2021-06-19,0.0
07,49.0,73.0,0.0,0.0,2021-06-19,0.0
15,40.0,56.0,10.0,27.78,2021-06-19,27.78
03,48.0,90.0,0.0,0.0,2021-06-19,0.0
89,59.0,83.0,0.0,0.0,2021-06-19,0.0
90,28.0,49.0,1.0,3.7,2021-06-19,3.7
57,171.0,221.0,0.0,0.0,2021-06-19,0.0
39,50.0,67.0,7.0,17.95,2021-06-19,17.95
50,84.0,112.0,3.0,3.85,2021-06-19,3.85
70,26.0,42.0,0.0,0.0,2021-06-19,0.0
61,61.0,119.0,4.0,10.0,2021-06-19,10.0
76,205.0,412.0,10.0,5.41,2021-06-19,5.41
17,65.0,88.0,3.0,5.0,2021-06-19,5.0
22,62.0,108.0,0.0,0.0,2021-06-19,0.0
54,137.0,190.0,3.0,3.41,2021-06-19,3.41
51,56.0,200.0,3.0,5.45,2021-06-19,5.45
55,32.0,41.0,1.0,3.85,2021-06-19,3.85
19,36.0,57.0,1.0,4.17,2021-06-19,4.17
08,53.0,72.0,0.0,0.0,2021-06-19,0.0
16,26.0,32.0,1.0,4.76,2021-06-19,4.76
63,115.0,166.0,6.0,5.61,2021-06-19,5.61
79,37.0,50.0,6.0,22.22,2021-06-19,22.22
09,11.0,23.0,0.0,0.0,2021-06-19,0.0
34,230.0,367.0,10.0,6.33,2021-06-19,6.33
93,260.0,921.0,42.0,23.6,2021-06-19,23.6
72,93.0,114.0,0.0,0.0,2021-06-19,0.0
69,482.0,776.0,31.0,10.47,2021-06-19,10.47
06,136.0,254.0,19.0,28.36,2021-06-19,28.36
26,36.0,64.0,2.0,7.41,2021-06-19,7.41
80,96.0,175.0,29.0,31.52,2021-06-19,31.52
94,245.0,677.0,15.0,10.0,2021-06-19,10.0
66,116.0,162.0,1.0,0.94,2021-06-19,0.94
59,521.0,915.0,15.0,3.25,2021-06-19,3.25
64,200.0,300.0,44.0,22.56,2021-06-19,22.56
77,210.0,508.0,11.0,9.91,2021-06-19,9.91
87,44.0,62.0,1.0,4.17,2021-06-19,4.17
2B,8.0,16.0,1.0,16.67,2021-06-19,16.67
44,211.0,344.0,4.0,2.94,2021-06-19,2.94
30,80.0,119.0,2.0,2.99,2021-06-19,2.99
65,36.0,57.0,0.0,0.0,2021-06-19,0.0
49,111.0,143.0,6.0,8.11,2021-06-19,8.11
04,13.0,26.0,0.0,0.0,2021-06-19,0.0
12,80.0,100.0,0.0,0.0,2021-06-19,0.0
53,76.0,101.0,0.0,0.0,2021-06-19,0.0
91,272.0,579.0,25.0,11.9,2021-06-19,11.9
74,107.0,153.0,18.0,22.22,2021-06-19,22.22
41,27.0,56.0,0.0,0.0,2021-06-19,0.0
45,126.0,233.0,9.0,11.25,2021-06-19,11.25
2A,10.0,26.0,0.0,0.0,2021-06-19,0.0
02,47.0,91.0,0.0,0.0,2021-06-19,0.0
48,1.0,4.0,0.0,0.0,2021-06-19,0.0
86,62.0,75.0,6.0,11.11,2021-06-19,11.11
92,238.0,634.0,28.0,15.38,2021-06-19,15.38
73,47.0,80.0,1.0,2.63,2021-06-19,2.63
05,6.0,22.0,0.0,0.0,2021-06-19,0.0
78,299.0,654.0,34.0,13.93,2021-06-19,13.93
18,44.0,61.0,0.0,0.0,2021-06-19,0.0
11,34.0,61.0,0.0,0.0,2021-06-19,0.0
88,45.0,109.0,2.0,6.25,2021-06-19,6.25
46,17.0,33.0,0.0,0.0,2021-06-19,0.0
83,180.0,276.0,6.0,5.08,2021-06-19,5.08
75,405.0,1174.0,48.0,16.78,2021-06-19,16.78
14,109.0,189.0,7.0,8.86,2021-06-19,8.86
38,187.0,310.0,34.0,22.82,2021-06-19,22.82
31,382.0,609.0,26.0,8.78,2021-06-19,8.78
67,288.0,441.0,56.0,30.27,2021-06-19,30.27
972,52.0,108.0,1.0,2.13,2021-06-19,2.13
35,121.0,188.0,2.0,2.99,2021-06-19,2.99
60,120.0,238.0,9.0,11.11,2021-06-19,11.11
62,215.0,414.0,24.0,12.63,2021-06-19,12.63
95,217.0,596.0,15.0,8.82,2021-06-19,8.82
40,139.0,289.0,102.0,74.45,2021-06-19,74.45
82,45.0,70.0,0.0,0.0,2021-06-19,0.0
84,45.0,95.0,2.0,5.41,2021-06-19,5.41
68,180.0,284.0,8.0,6.02,2021-06-19,6.02
25,66.0,120.0,8.0,14.04,2021-06-19,14.04
42,169.0,292.0,5.0,4.46,2021-06-19,4.46
32,20.0,44.0,4.0,23.53,2021-06-19,23.53
13,319.0,821.0,25.0,9.03,2021-06-19,9.03
37,59.0,119.0,2.0,3.51,2021-06-19,3.51
28,50.0,106.0,2.0,5.56,2021-06-19,5.56
81,80.0,124.0,2.0,3.03,2021-06-19,3.03
973,436.0,1036.0,1.0,0.24,2021-06-19,0.24
36,19.0,33.0,0.0,0.0,2021-06-19,0.0
47,50.0,117.0,1.0,2.33,2021-06-19,2.33
56,120.0,181.0,0.0,0.0,2021-06-19,0.0
43,39.0,66.0,0.0,0.0,2021-06-19,0.0
29,144.0,260.0,5.0,3.68,2021-06-19,3.68
21,133.0,178.0,4.0,6.45,2021-06-19,6.45
971,28.0,136.0,0.0,0.0,2021-06-19,0.0
85,36.0,58.0,5.0,15.15,2021-06-19,15.15
33,426.0,541.0,52.0,13.58,2021-06-19,13.58
70,25.0,44.0,0.0,0.0,2021-06-20,0.0
36,19.0,33.0,0.0,0.0,2021-06-20,0.0
41,25.0,54.0,0.0,0.0,2021-06-20,0.0
37,58.0,117.0,2.0,3.57,2021-06-20,3.57
78,295.0,649.0,34.0,14.05,2021-06-20,14.05
17,68.0,90.0,3.0,4.92,2021-06-20,4.92
75,402.0,1160.0,50.0,17.36,2021-06-20,17.36
85,33.0,50.0,5.0,16.67,2021-06-20,16.67
18,44.0,58.0,0.0,0.0,2021-06-20,0.0
72,93.0,109.0,0.0,0.0,2021-06-20,0.0
28,51.0,108.0,2.0,5.56,2021-06-20,5.56
77,206.0,506.0,11.0,10.28,2021-06-20,10.28
71,77.0,119.0,1.0,1.61,2021-06-20,1.61
973,436.0,1040.0,1.0,0.24,2021-06-20,0.24
79,38.0,52.0,6.0,21.43,2021-06-20,21.43
53,76.0,101.0,0.0,0.0,2021-06-20,0.0
23,2.0,3.0,0.0,0.0,2021-06-20,0.0
56,117.0,177.0,0.0,0.0,2021-06-20,0.0
22,60.0,107.0,0.0,0.0,2021-06-20,0.0
21,131.0,174.0,4.0,6.45,2021-06-20,6.45
974,572.0,1250.0,0.0,0.0,2021-06-20,0.0
971,27.0,135.0,0.0,0.0,2021-06-20,0.0
